fid,identif,cap_lycee,cap_poste,cap_urgenc,cap_mat,output_location,output_usage,output_capacity,xcoord,ycoord,longitude,x,y
"1063","692","17646","1082","24518","117798",,,,1050667.0576,6322736.1105,1050667.0576,4109146.8407615041,2315576.2456551436
"1064","1437","1","1","1","1",,,,1051524.61282186,6306659.27345753,1051524.61282186,4108582.2311736415,2299525.3612538069
"1065","1451","1","1","1","1",,,,1051142.1,6315473.2,1051142.1,4108979.1234138794,2308316.7527114307
"1066","877","1244","5678","89506","154690",,,,840667.057599999,6347736.1105,840667.057599999,3901767.4046489326,2359591.0248448523
"1067","916","18444","2130","142826","110994",,,,835667.057599999,6352736.1105,835667.057599999,3897220.1127457810,2365024.4124282105
"1068","917","36672","9597","24518","122304",,,,840667.057599999,6352736.1105,840667.057599999,3902209.1217330983,2364562.8555599144
"1069","947","25670","3189","130065","194329",,,,840667.057599999,6357736.1105,840667.057599999,3902651.0252266978,2369534.9528097813
"1070","1359","1","1","1","1",,,,833544.617478525,6354300.45011489,833544.617478525,3895240.5909340838,2366776.0167411920
"1071","946","62594","7774","183156","122304",,,,835667.057599999,6357736.1105,835667.057599999,3897662.0027879705,2369996.5676623276
"1072","821","62594","7464","183156","154690",,,,1015687.2,6337913.6,1015687.2,4075571.7739121094,2333822.6949603613
"1073","864","33959","3045","23408","270166",,,,1020471.5,6342101.4,1020471.5,4080717.7221940081,2337551.6360569992
"1074","820","10780","15060","47834","330630",,,,1010667.0576,6337736.1105,1010667.0576,4070545.0885895416,2334101.2610801589
"1075","862","1978","1413","4553","67899",,,,1009915.2,6342681.9,1009915.2,4070231.9164640470,2339085.2077490548
"1076","819","58716","31409","143078","110994",,,,1006044.5,6338357.4,1006044.5,4065985.9180973079,2335137.9186303015
"1077","860","28333","4283","151858","183156",,,,1001280.2,6342110.3,1001280.2,4061562.1743088407,2339300.3175099175
"1078","861","37256","28220","142826","36286",,,,1005192.9,6342394.9,1005192.9,4065492.8636035714,2339228.2027336564
"1079","772","28456","2346","80054","113322",,,,1002183.1,6334607,1002183.1,4061800.0907408497,2331760.6755767805
"1080","773","44098","6376","56541","127767",,,,1005667.0576,6332736.1105,1005667.0576,4065112.2738958746,2329585.2297726655
"1081","863","21783","1815","79400","98453",,,,1015932.4,6342270.9,1015932.4,4076201.8294304223,2338131.3006652165
"1082","903","193","5978","110930","154690",,,,995844.700000003,6347986.9,995844.700000003,4056656.3546446855,2345635.1139459475
"1083","904","15423","1958","42476","65356",,,,1000413.6,6347255.1,1000413.6,4061152.1349873897,2344492.8871808494
"1084","906","1978","1413","4553","67899",,,,1009494.2,6344552.9,1009494.2,4069977.1480458071,2340983.1029582783
"1085","905","7125","2416","79400","46745",,,,1007173.1,6348177.7,1007173.1,4067980.8817892079,2344796.6701187193
"1086","939","36672","2696","24518","67899",,,,999317.5,6351914.1,999317.5,4060470.1568075921,2349223.6823138651
"1087","968","41421","455","142826","117798",,,,999867.600000001,6357197.9,999867.600000001,4061486.7520738817,2354426.4200530811
"1088","685","41421","13307","142826","279505",,,,1015667.0576,6322736.1105,1015667.0576,4074210.2439542105,2318740.9765477148
"1089","686","17646","667","27953","95904",,,,1021024.6,6322710.4,1021024.6,4079555.6959811794,2318230.2551169395
"1090","730","21234","4666","142826","116948",,,,1010667.0576,6327736.1105,1010667.0576,4069661.2125750817,2324162.8009662926
"1091","774","27500","2353","183156","270166",,,,1009787.5,6333059.7,1009787.5,4069253.7489838218,2329533.2160825338
"1092","731","38430","5779","125962","143078",,,,1015067.6,6327848,1015067.6,4074063.5691913106,2323875.2290702788
"1093","775","27500","2353","183156","270166",,,,1015415,6333034,1015415,4074868.6860225378,2328997.6660807943
"1094","732","4737","7338","142826","46745",,,,1020667.0576,6327736.1105,1020667.0576,4079642.9090126138,2323256.8885817756
"1095","1472","1","1","1","1",,,,1014248.16622463,6329676.9620864,1014248.16622463,4073407.2686171145,2325767.0823428449
"1096","1465","1","1","1","1",,,,1012714.56992399,6324861.98173795,1012714.56992399,4071451.0048930575,2321121.0228494597
"1097","1463","1","1","1","1",,,,1019527.60438339,6320198.69116136,1019527.60438339,4077839.5361228366,2315869.9107834003
"1098","1473","1","1","1","1",,,,1006547.80827439,6329986.97115459,1006547.80827439,4065748.4451855831,2326773.1615465297
"1099","640","7943","3431","31756","118678",,,,1020376.2,6318117.2,1020376.2,4078502.6998341256,2313724.7626241259
"1100","641","36284","2205","130065","95904",,,,1025230.6,6318172.6,1025230.6,4083353.0986898225,2313340.4368501059
"1101","643","1176","10356","39158","67899",,,,1034529.9,6317351.5,1034529.9,4092562.9077637279,2311683.4910837226
"1102","642","36284","2205","130065","95904",,,,1030063.8,6317790.6,1030063.8,4088143.7280595489,2312523.6273754751
"1103","1458","1","1","1","1",,,,1032565.57643981,6318308.30366773,1032565.57643981,4090686.6892504231,2312811.7999136010
"1104","1460","1","1","1","1",,,,1026922.1,6317737.5,1026922.1,4085003.0695828921,2312755.0541838538
"1105","1462","1","1","1","1",,,,1018899.21770995,6316626.8090176,1018899.21770995,4076896.7870011143,2312377.5598418410
"1106","1461","1","1","1","1",,,,1023927,6315862.9,1023927,4081847.8587962198,2311163.3963624928
"1107","595","53743","6604","39276","330630",,,,1015984.558235,6314006.11304001,1015984.558235,4073756.0512299058,2310037.5021993537
"1108","639","33340","2703","89506","183156",,,,1015667.0576,6317736.1105,1015667.0576,4073768.5596924378,2313772.5240471009
"1109","733","11712","5396","45625","143078",,,,1025888.4,6327985.1,1025888.4,4084876.7612457718,2323031.6890555187
"1110","688","53181","14811","27953","159825",,,,1030566,6322555.5,1030566,4089066.0261100745,2317212.9356909357
"1111","776","28623","3414","155409","194329",,,,1021176.1,6332686,1021176.1,4080588.5377031551,2328130.0037648049
"1112","687","17646","667","27953","95904",,,,1025830.9,6324004.7,1025830.9,4084467.5938950041,2319081.3925569290
"1113","1464","1","1","1","1",,,,1021760.03072325,6324382.42348716,1021760.03072325,4080437.5220682481,2319825.2013492761
"1114","1471","1","1","1","1",,,,1023487.51035649,6331275.9783407,1023487.51035649,4082771.1098036198,2326519.4319225382
"1115","1459","1","1","1","1",,,,1031153.9,6324980,1031153.9,4089867.1204815530,2319569.0150391231
"1116","285","23390","11776","166558","70439",,,,940667.057599999,6277736.1105,940667.057599999,3995387.3845841945,2280850.2043666709
"1117","286","33930","5355","70344","122304",,,,945667.057599999,6277736.1105,945667.057599999,4000377.1884827786,2280394.3367091194
"1118","287","39126","5036","127012","122732",,,,950667.057599999,6277736.1105,950667.057599999,4005367.0419550007,2279938.6969588883
"1119","324","28028","5551","45625","330630",,,,935667.057599999,6282736.1105,935667.057599999,3990837.5939289606,2286272.9534685644
"1120","325","50366","1269","118106","183156",,,,940667.057599999,6282736.1105,940667.057599999,3995827.3959129313,2285816.8081201478
"1121","244","276459","1080","71434","90314",,,,936108.399999999,6272538.1,936108.399999999,3990380.8369090841,2276103.0395425190
"1122","284","25044","1508","107739","122304",,,,935667.057599999,6277736.1105,935667.057599999,3990397.6311934367,2281306.2999542300
"1123","283","21839","3358","163070","106408",,,,930667.057599999,6277736.1105,930667.057599999,3985407.9292442543,2281762.6234923848
"1124","323","12282","10696","70344","279505",,,,930667.057599999,6282736.1105,930667.057599999,3985847.8435454727,2286729.3273704280
"1125","1483","1","1","1","1",,,,933455.193339162,6279290.05726076,933455.193339162,3988327.0288683400,2283051.6921048928
"1126","1484","1","1","1","1",,,,932595.295786033,6272839.44757135,932595.295786033,3986901.4973085606,2276722.8969881311
"1127","365","21845","7774","23408","279505",,,,930667.057599999,6287736.1105,930667.057599999,3986287.9110969985,2291696.3540372914
"1128","366","17112","15668","269557","170405",,,,935667.057599999,6287736.1105,935667.057599999,3991277.7077810415,2291239.9300677925
"1129","367","62068","8133","130065","279505",,,,940667.057599999,6287736.1105,940667.057599999,3996267.5562249222,2290783.7352566328
"1130","413","10780","7373","87499","159825",,,,940667.057599999,6292736.1105,940667.057599999,3996707.8650996946,2295750.9821443311
"1131","282","26338","24961","95904","122732",,,,925667.057599999,6277736.1105,925667.057599999,3980418.2796699610,2282219.1749995565
"1132","280","45202","2327","122732","183156",,,,915667.057599999,6277736.1105,915667.057599999,3970439.1413771594,2283132.9619840500
"1133","281","60422","5398","56541","113322",,,,920667.057599999,6277736.1105,920667.057599999,3975428.6834034426,2282675.9544920577
"1134","321","27508","4400","216","159647",,,,920667.057599999,6282736.1105,920667.057599999,3975868.5013044602,2287642.7609079336
"1135","322","25670","8951","122732","36286",,,,925667.057599999,6282736.1105,925667.057599999,3980858.1456937031,2287185.9298446365
"1136","364","3634","1522","117798","106408",,,,925667.057599999,6287736.1105,925667.057599999,3981298.1671019439,2292153.0071844556
"1137","411","15814","3568","27953","105730",,,,930667.057599999,6292736.1105,930667.057599999,3986728.1314829034,2296663.6998601081
"1138","412","294","854","127012","117798",,,,935667.057599999,6292736.1105,935667.057599999,3991717.9723314801,2296207.2261196133
"1139","447","3634","31284","117798","330630",,,,935667.057599999,6297736.1105,935667.057599999,3992158.3871612814,2301174.8379885224
"1140","327","777","2910","105730","98453",,,,950667.057599999,6282736.1105,950667.057599999,4005807.1509551969,2284905.2029974768
"1141","368","441","4385","45625","127767",,,,945667.057599999,6287736.1105,945667.057599999,4001257.4554990521,2290327.7695823330
"1142","369","75785","6028","71434","113322",,,,950667.057599999,6287736.1105,950667.057599999,4006247.4046733999,2289872.0330212768
"1143","414","21839","3907","163070","330630",,,,945667.057599999,6292736.1105,945667.057599999,4001697.8088600463,2295294.9679123461
"1144","326","10243","30647","47834","130065",,,,945667.057599999,6282736.1105,945667.057599999,4000817.2485657134,2285360.8913041740
"1145","852","62068","8357","341975","95904",,,,960667.057599999,6342736.1105,960667.057599999,4021080.4212395991,2343615.7187125781
"1146","853","46619","5926","54881","117798",,,,965667.057599999,6342736.1105,965667.057599999,4026070.8934020111,2343160.1789272432
"1147","721","4479","37543","125962","183156",,,,960667.057599999,6332736.1105,960667.057599999,4020196.8284006049,2333675.8719404219
"1148","894","14474","23373","269557","36286",,,,955667.057599999,6347736.1105,955667.057599999,4016531.9762300062,2349041.8840901568
"1149","895","82","3256","70344","194329",,,,960384.100000001,6347702.1,960384.100000001,4021236.9956145650,2348578.0446055895
"1150","931","38430","1946","125962","98453",,,,955940.200000003,6351858.8,955940.200000003,4017169.1269939882,2353115.4585187766
"1151","932","15956","1408","125962","122732",,,,960212.399999999,6353364.2,960212.399999999,4021566.3118500854,2354222.5504417368
"1152","854","62594","18846","27953","110994",,,,969962.799999997,6342529.7,969962.799999997,4030340.2429122785,2342563.8138377890
"1153","1319","1","1","1","1",,,,966795.5,6341449.1,966795.5,4027083.4352011406,2341778.0826487625
"1154","933","14474","6772","105730","90314",,,,965678.200000003,6353418.8,965678.200000003,4027026.5704717161,2353778.7428975073
"1155","934","75785","2327","85856","105730",,,,970667.057599999,6352736.1105,970667.057599999,4031945.6296809842,2352645.6760745910
"1156","1318","1","1","1","1",,,,964297.961818548,6346119.6229199,964297.961818548,4025003.4998475374,2346648.2852609460
"1157","896","1176","9467","163070","127767",,,,965667.057599999,6347736.1105,965667.057599999,4026512.9144510119,2348130.4826936047
"1158","897","50366","10757","72786","122304",,,,970667.057599999,6347736.1105,970667.057599999,4031503.4564274158,2347675.1365845851
"1159","898","7125","6822","42476","170405",,,,975667.057599999,6347736.1105,975667.057599999,4036494.0457719038,2347220.0268156300
"1160","935","4479","807","115916","98663",,,,975667.057599999,6352736.1105,975667.057599999,4036936.2387622287,2352190.5251737041
"1161","961","50294","4226","269557","70439",,,,975667.057599999,6357736.1105,975667.057599999,4037378.5596343921,2357161.2979843477
"1162","668","276459","1869","85856","106408",,,,935667.057599999,6322736.1105,935667.057599999,3994362.7007807810,2326017.5071290806
"1163","713","142826","6712","39158","159825",,,,935667.057599999,6327736.1105,935667.057599999,3994804.0084437202,2330986.9373806878
"1164","714","22559","2320","45625","122304",,,,940667.057599999,6327736.1105,940667.057599999,3999794.1514951158,2330530.3576639257
"1165","672","9596","1200","79400","122920",,,,955667.057599999,6322736.1105,955667.057599999,4014323.4639162738,2324192.7769326176
"1166","628","227","2041","38505","117798",,,,960667.057599999,6317736.1105,960667.057599999,4018872.4611573014,2318768.2721125698
"1167","629","9596","7761","54881","330630",,,,965667.057599999,6317736.1105,965667.057599999,4023862.7932970375,2318312.9505586931
"1168","673","40637","5090","118106","122920",,,,960667.057599999,6322736.1105,960667.057599999,4019313.7800543946,2323737.1778020761
"1169","720","4479","37543","125962","183156",,,,960667.057599999,6327736.1105,960667.057599999,4019755.2359474590,2328706.3789628535
"1170","626","15956","5090","115916","105730",,,,950667.057599999,6317736.1105,950667.057599999,4008891.9422043958,2319679.6133150579
"1171","718","5060","2174","155409","98663",,,,955667.057599999,6327736.1105,955667.057599999,4014764.8898246689,2329162.0226721838
"1172","625","33959","5779","70344","38505",,,,945667.057599999,6317736.1105,945667.057599999,4003901.7572283801,2320135.6330272406
"1173","671","9325","283","42476","154690",,,,950667.057599999,6322736.1105,950667.057599999,4009333.1970038498,2324648.6094004912
"1174","716","82","76941","31756","36286",,,,950667.057599999,6327736.1105,950667.057599999,4009774.5930990162,2329617.9003380658
"1175","1325","1","1","1","1",,,,958344.824912275,6330085.84085233,958344.824912275,4017644.9823312014,2331253.3392300690
"1176","538","1978","8440","4553","98663",,,,955667.057599999,6307736.1105,955667.057599999,4013000.0227952511,2309286.8252827912
"1177","539","27500","7171","125962","167623",,,,960667.057599999,6307736.1105,960667.057599999,4017990.2360906494,2308831.3617498907
"1178","583","7943","6030","31756","65356",,,,955667.057599999,6312736.1105,955667.057599999,4013441.0299691311,2314255.1745875045
"1179","584","60422","3710","56541","170405",,,,960667.057599999,6312736.1105,960667.057599999,4018431.2796912841,2313799.6655457420
"1180","627","227","2041","38505","117798",,,,955667.057599999,6317736.1105,955667.057599999,4013882.1771534849,2319223.8263537311
"1181","1327","1","1","1","1",,,,933024.149270923,6326871.14692294,933024.149270923,3992089.9807171049,2330368.6711730408
"1182","1326","1","1","1","1",,,,934452.902128429,6329688.96505858,934452.902128429,3993764.6538548302,2333038.8428671262
"1183","493","37256","8357","14048","118678",,,,955074.389747997,6302672.610373,955074.389747997,4011962.0579818618,2304309.6873177579
"1184","805","25044","4487","38505","98663",,,,930667.057599999,6337736.1105,930667.057599999,3990696.9234843082,2341383.5733106332
"1185","985","9120","5809","341975","127767",,,,965667.057599999,6362736.1105,965667.057599999,4027839.7717171097,2363043.0442141332
"1186","957","9596","5038","42476","106408",,,,959554.799999997,6356612.2,959554.799999997,4021197.2544539007,2357511.5876246910
"1187","958","294","1004","106716","122732",,,,960707.899999999,6356979.3,960707.899999999,4022380.6372534279,2357771.4400911471
"1188","984","27508","3907","38505","122732",,,,960667.057599999,6362736.1105,960667.057599999,4022849.2263712799,2363498.7529199515
"1189","1031","5060","17604","155409","270166",,,,965667.057599999,6372736.1105,965667.057599999,4028725.0005625486,2372986.0903486088
"1190","1289","1","1","1","1",,,,959363.472782904,6370474.56746312,959363.472782904,4022233.0754952431,2371311.9756348496
"1191","1005","39126","4942","143078","130065",,,,960643.600000001,6368260.1,960643.600000001,4023314.7338446351,2368993.3357842555
"1192","1030","670","845","341975","105730",,,,961492.200000003,6372535.2,961492.200000003,4024540.2242018422,2373166.8686579941
"1193","1006","48131","3219","31756","122732",,,,965667.057599999,6367736.1105,965667.057599999,4028282.3207024327,2368014.4358871775
"1194","1007","14048","816","47834","113506",,,,970205.299999997,6367951.1,970205.299999997,4032831.0678103855,2367814.7455265238
"1195","959","28456","5074","151858","170405",,,,965667.057599999,6357736.1105,965667.057599999,4027397.3540510871,2358071.9190078201
"1196","960","28623","72629","341975","143078",,,,970667.057599999,6357736.1105,970667.057599999,4032387.9329781937,2357616.4896970252
"1197","762","23393","10837","107739","46745",,,,940667.057599999,6332736.1105,940667.057599999,4000235.6336402074,2335500.0314414822
"1198","807","90903","515","115657","143078",,,,940667.057599999,6337736.1105,940667.057599999,4000677.2605282417,2340469.9921436803
"1199","1320","1","1","1","1",,,,942549.168320962,6340603.04938675,942549.168320962,4002808.9877904034,2343147.9841463733
"1200","808","12266","3235","27953","70439",,,,945667.057599999,6337736.1105,945667.057599999,4005667.5082089207,2340013.5545118200
"1201","809","49407","6500","80054","110994",,,,950667.057599999,6337736.1105,950667.057599999,4010657.8074503057,2339557.3521440984
"1202","717","82","76941","31756","36286",,,,950667.057599999,6332736.1105,950667.057599999,4010216.1300585470,2334587.4824721604
"1203","763","23393","10837","107739","46745",,,,945122.100000001,6332076.4,945122.100000001,4004623.7002237961,2334437.6507866308
"1204","849","115916","7740","38505","127767",,,,945667.057599999,6342736.1105,945667.057599999,4006109.3024214455,2344983.7529546660
"1205","850","22","7190","4553","159825",,,,950667.057599999,6342736.1105,950667.057599999,4011099.6248413585,2344527.5056921104
"1206","893","27508","3358","38505","457767",,,,950667.057599999,6347736.1105,950667.057599999,4011541.5817979858,2349497.9394513746
"1207","930","8133","3679","110930","194329",,,,950667.057599999,6352736.1105,950667.057599999,4011983.6778856730,2354468.6497540055
"1208","1324","1","1","1","1",,,,951424.5,6330381.2,951424.5,4010764.1280391561,2332177.7833211301
"1209","1323","1","1","1","1",,,,951121.685465996,6334213.34910735,951121.685465996,4010800.3547771047,2336014.3234570706
"1210","1317","1","1","1","1",,,,953780.753284131,6349532.75474616,953780.753284131,4014808.1360785263,2350999.9863087637
"1211","719","5060","2174","155409","98663",,,,955461.899999999,6333194.6,955461.899999999,4015042.1902449969,2334605.9732571552
"1212","764","39126","82","143078","95904",,,,965667.057599999,6332736.1105,965667.057599999,4025187.2510127658,2333220.4185069688
"1213","810","25926","8427","80101","130065",,,,955667.057599999,6337736.1105,955667.057599999,4015648.1573429992,2339101.3850100962
"1214","811","12282","1437","23408","457767",,,,960667.057599999,6337736.1105,960667.057599999,4020638.5569771449,2338645.6530772094
"1215","812","25670","5851","130065","98453",,,,965667.057599999,6337736.1105,965667.057599999,4025629.0054424154,2338190.1563106561
"1216","851","22","7190","4553","159825",,,,955759.399999998,6343603,955759.399999998,4016258.7826436944,2344924.8102762001
"1217","681","8440","2988","21440","36286",,,,995295.100000001,6322765.9,995295.100000001,4053878.6629555929,2320617.8809067812
"1218","769","28499","6294","27953","65356",,,,990854.100000001,6332417.3,990854.100000001,4050298.5840125494,2330612.8209090191
"1219","727","28499","3009","24518","159825",,,,996083.799999997,6327883.7,996083.799999997,4055117.9705186081,2325632.2664855411
"1220","726","31409","27629","115657","67899",,,,990667.057599999,6327736.1105,990667.057599999,4049698.2987747113,2325977.4277486918
"1221","770","14504","7303","80101","113322",,,,995780.799999997,6331581.1,995780.799999997,4055142.2226847247,2329334.3735108892
"1222","728","75942","1724","127012","113506",,,,999757.799999997,6327354.1,999757.799999997,4058738.3516247114,2324772.5063925628
"1223","635","26768","5655","71434","330630",,,,995667.057599999,6317736.1105,995667.057599999,4053805.7454771185,2315585.9055559649
"1224","634","3634","480","117798","118678",,,,989349.543444733,6318570.53613167,989349.543444733,4047573.7854462215,2316988.6559833144
"1225","680","5615","14731","142826","170405",,,,990667.057599999,6322736.1105,990667.057599999,4049256.6592547954,2321008.4810841884
"1226","723","3634","12595","127012","159825",,,,970667.057599999,6327736.1105,970667.057599999,4029736.0727256825,2327795.7932764031
"1227","765","18444","7865","142826","122304",,,,970667.057599999,6332736.1105,970667.057599999,4030177.7213686048,2332765.1995805479
"1228","586","49121","241","85856","167623",,,,970667.057599999,6312736.1105,970667.057599999,4028411.9221041552,2312889.3436455270
"1229","674","17250","4677","39276","170405",,,,965667.057599999,6322736.1105,965667.057599999,4024304.1445015161,2323281.8119755271
"1230","722","18166","1232","143078","122920",,,,965667.057599999,6327736.1105,965667.057599999,4024745.6305528129,2328250.9691762631
"1231","675","2910","5725","269557","92412",,,,970667.057599999,6322736.1105,970667.057599999,4029294.5563404751,2322826.6794174649
"1232","676","1978","1310","107739","116948",,,,975667.057599999,6322736.1105,975667.057599999,4034285.0146536375,2322371.7800902189
"1233","630","60422","1255","216","117798",,,,972492.686251256,6318926.73788126,972492.686251256,4030780.3956927634,2318874.9262362802
"1234","631","10695","633","116707","113506",,,,975667.057599999,6317736.1105,975667.057599999,4033843.5983066983,2317403.0053705499
"1235","813","6854","15155","166558","127767",,,,970667.057599999,6337736.1105,970667.057599999,4030619.5018280153,2337734.8946734737
"1236","1482","1","1","1","1",,,,970430.788123684,6325327.64933595,970430.788123684,4029287.5629656338,2325423.6755866078
"1237","1481","1","1","1","1",,,,973275.064645571,6325922.96302657,973275.064645571,4032178.9851615578,2325756.4925415395
"1238","543","13093","2988","119535","110994",,,,981063.933393751,6307709.65211375,981063.933393751,4038345.3392422791,2306949.4638614678
"1239","544","2910","667","39158","270166",,,,985667.057599999,6307736.1105,985667.057599999,4042942.0009587742,2306557.5152714620
"1240","587","15037","155911","166558","117798",,,,976852.820339738,6313175.28188509,976852.820339738,4034624.5589901982,2312763.0940676932
"1241","588","17646","1815","153397","279505",,,,980667.057599999,6312736.1105,980667.057599999,4038392.7489968850,2311979.9497486460
"1242","632","39126","213","127012","70439",,,,981143.308552501,6315831.10668999,981143.308552501,4039141.2551338593,2315012.0803669803
"1243","589","15037","3431","39276","95904",,,,985667.057599999,6312736.1105,985667.057599999,4043383.2293170802,2311525.6007029754
"1244","545","62594","3858","27953","183156",,,,990096.134799384,6308438.78471614,990096.134799384,4047424.6535596647,2306853.4420017498
"1245","546","155913","5615","80054","90314",,,,995886.643292543,6308570.53613167,995886.643292543,4053215.8249632120,2306458.7336496362
"1246","541","48619","4666","4553","65356",,,,970476.557218998,6308138.277971,970476.557218998,4027816.1486836602,2308338.0600392977
"1247","542","50679","658","127012","154690",,,,975686.901389687,6306747.2283139,975686.901389687,4032893.7303514136,2306482.0045396499
"1248","633","28108","1930","341975","194329",,,,985667.057599999,6317736.1105,985667.057599999,4043824.5848225849,2316493.9904831909
"1249","590","58716","7373","106716","67899",,,,991677.151785703,6314317.12748632,991677.151785703,4049521.4960657000,2312550.7446615947
"1250","1478","1","1","1","1",,,,985546.799999997,6310065.1,985546.799999997,4043027.4796784930,2308882.5254579866
"1251","858","33340","7303","142826","38505",,,,988051.5,6343955.7,988051.5,4048521.0870150537,2342335.9431792689
"1252","768","142826","1004","130065","330630",,,,985845.399999999,6332912.5,985845.399999999,4045343.0037710280,2331560.0529500907
"1253","816","2723","4112","163070","113322",,,,985667.057599999,6337736.1105,985667.057599999,4045591.2693916401,2336370.5201358786
"1254","817","7943","5671","143078","113506",,,,989317.899999999,6338645.7,989317.899999999,4049315.7005445026,2336942.8451278782
"1255","857","33340","7303","142826","38505",,,,986091.899999999,6342681.7,986091.899999999,4046452.4942997666,2341247.6773902546
"1256","814","14257","3358","153397","154690",,,,975667.057599999,6337736.1105,975667.057599999,4035610.0452226694,2337279.8681265204
"1257","815","24693","23390","153397","38505",,,,980477.600000002,6338087.6,980477.600000002,4040442.5975177032,2337191.6692429557
"1258","855","10718","208","163070","46745",,,,976366.399999999,6341684.4,976366.399999999,4036657.0387855470,2341140.7660512784
"1259","856","16105","17","163070","105730",,,,981149,6342741.8,981149,4041524.1379013215,2341756.8011600645
"1260","964","25926","18166","119535","46745",,,,985667.057599999,6359018.12076168,985667.057599999,4047473.3935011863,2357526.1669502109
"1261","966","33930","4124","31756","270166",,,,990667.057599999,6357736.1105,990667.057599999,4052350.7169430214,2355797.1479910589
"1262","902","193","5978","110930","154690",,,,990667.057599999,6347736.1105,990667.057599999,4051466.0889365226,2345856.1151151848
"1263","937","58378","9877","269557","122304",,,,990562,6352455.5,990562,4051778.6552386424,2350557.0844188291
"1264","900","33930","5396","143078","38505",,,,986338.5,6347855.3,986338.5,4047156.0979018407,2346367.9625471425
"1265","818","14504","7303","80101","113322",,,,998074.399999999,6334090.5,998074.399999999,4057653.3312090230,2331620.1869446905
"1266","636","22559","4599","87499","270166",,,,1000667.0576,6317736.1105,1000667.0576,4058796.3888018695,2315132.2117115404
"1267","682","130627","4200","70344","117798",,,,1000667.0576,6322736.1105,1000667.0576,4059237.9711815575,2320100.7804463115
"1268","683","50679","2759","127012","67899",,,,1005659.9,6322845.2,1005659.9,4064231.1811505114,2319756.3348382455
"1269","684","52040","1029","108402","457767",,,,1008535.4,6323451.3,1008535.4,4067154.9048622898,2320097.9348887373
"1270","729","15814","6214","183156","46745",,,,1005478.8,6327846.9,1005478.8,4064492.3020203407,2324743.2817339194
"1271","771","28456","2346","80054","113322",,,,1001270.8,6331829.4,1001270.8,4060643.9914204418,2329082.8880449086
"1272","1467","1","1","1","1",,,,1011754.9,6320157.9,1011754.9,4070077.5321538504,2316533.4294912671
"1273","1466","1","1","1","1",,,,1014877.5,6320330.5,1014877.5,4073209.6213670126,2316422.0278079086
"1274","585","2910","1082","116707","67899",,,,965667.057599999,6312736.1105,965667.057599999,4023421.5773767522,2313344.3885765951
"1275","495","1788","2696","116707","159825",,,,965667.057599999,6302736.1105,965667.057599999,4022539.5531342826,2303408.1775044724
"1276","497","193","24693","110930","67899",,,,970359.637630437,6303394.86757763,970359.637630437,4027281.0912971799,2303635.6988346614
"1277","540","26768","1188","85856","65356",,,,965842.726154034,6306901.68486833,965842.726154034,4023082.2277229913,2307531.0414086296
"1278","725","10718","11005","89506","105730",,,,986645.299999997,6328579.4,986645.299999997,4045758.5740732369,2327180.8652701941
"1279","677","27500","2910","125962","127767",,,,980667.057599999,6322736.1105,980667.057599999,4039275.5185228898,2321917.1139539443
"1280","724","3634","12595","127012","159825",,,,976665.700000003,6327896.8,976665.700000003,4035737.5025465982,2327409.7144701704
"1281","679","1666","2703","107739","122920",,,,985667.057599999,6322736.1105,985667.057599999,4044266.0670296359,2321462.6809666548
"1282","766","14306","5809","117798","98453",,,,975667.057599999,6332736.1105,975667.057599999,4035168.2385547250,2332310.2151225130
"1283","767","7943","2645","106716","36286",,,,981536.399999999,6333043.5,981536.399999999,4041053.6674848455,2332081.9348432263
"1284","678","27500","2910","125962","127767",,,,980667.057599999,6327736.1105,980667.057599999,4039717.0961114103,2326886.1429821094
"1285","1024","46475","88618","9265","159825",,,,930667.057599999,6372736.1105,930667.057599999,3993792.1006759256,2376181.6617225562
"1286","1046","33959","3703","23408","98663",,,,930333.299999997,6377554.2,930333.299999997,3993885.6383391442,2381003.5025349418
"1287","1025","18444","5960","71434","154690",,,,935667.057599999,6372736.1105,935667.057599999,3998782.3558006366,2375724.4324264908
"1288","1292","1","1","1","1",,,,938937.598597822,6386349.59921318,938937.598597822,4003252.4038325623,2388963.7096668482
"1289","1293","1","1","1","1",,,,938196.763782819,6383227.50963567,938196.763782819,4002236.3619939862,2385926.4376847702
"1290","1001","15037","2849","39276","130065",,,,935667.057599999,6367736.1105,935667.057599999,3998339.7375965393,2370752.5216712337
"1291","1026","20916","5417","108402","183156",,,,940667.057599999,6372736.1105,940667.057599999,4003772.6654634089,2375267.4428829402
"1292","1047","49121","1472","71434","270166",,,,935509,6376787.5,935509,3998983.3542023841,2379767.7018377045
"1293","1284","1","1","1","1",,,,942535.434681331,6380917.79941861,942535.434681331,4006362.0332278665,2383232.9188033352
"1294","1294","1","1","1","1",,,,938884.681825322,6377406.66466064,938884.681825322,4002407.3265577466,2380074.8424065518
"1295","1069","28456","16105","151858","130065",,,,945667.057599999,6382736.1105,945667.057599999,4009648.7218229696,2384755.1084555504
"1296","1285","1","1","1","1",,,,944228.771401338,6380441.54846611,944228.771401338,4008009.9222255354,2382604.5929337866
"1297","1068","17112","2417","105730","122732",,,,940667.057599999,6382736.1105,940667.057599999,4004658.3450094769,2385211.9446910345
"1298","1295","1","1","1","1",,,,939678.433412825,6374654.99249064,939678.433412825,4002955.8601154727,2377265.9389586924
